 ,總指數,總指數(不含土石採取業),礦業及土石採取業,製造業,金屬機電工業,資訊電子工業,化學工業,民生工業,電力及燃氣供應業,用水供應業
2021/6/1,102.67,102.69,91.32,102.55,102.38,102.7,101.92,103,105.32,97.08
2021/7/1,102.98,102.99,97.5,102.3,104.4,100.59,104.85,103.45,113.72,104.13
2021/8/1,104.03,104.04,90.99,103.62,101.86,104.47,103.3,103.26,110.91,104.09
2021/9/1,105.03,105.05,92.93,104.85,100.27,109.06,99.2,99.78,108.73,100.71
2021/10/1,102.79,102.8,93.15,102.53,100.62,104.48,98.48,101.71,107.34,102.28
2021/11/1,104.05,104.04,105.89,104.65,102.84,106.76,100.39,103.14,94.84,97.53
2021/12/1,106.33,106.32,111.04,107.05,107.11,108.25,102.72,106.43,94.94,103.26
2022/1/1,103.63,103.64,101.18,104.18,98.39,107.6,101.53,101.64,93.8,103.95
2022/2/1,87.97,88,74.92,88.13,81.12,93.63,85.5,76,85.65,89.9
2022/3/1,105.93,105.93,105.79,106.66,108.17,108.54,98.25,105.73,93.31,98.7
2022/4/1,99.04,99.04,98.42,99.17,96.83,101.63,98.06,91.85,96.89,95.7
2022/5/1,100.9,100.92,93.27,100.76,97.96,102.19,103.89,93.62,103.92,99.15
2022/6/1,100.59,100.6,95.36,100.22,96.95,102.93,99.4,93.06,107.61,99.39
2022/7/1,100.76,100.76,101.36,99.9,95.85,103.24,94.4,98.44,115.77,108.13
2022/8/1,102.14,102.13,102.85,101.61,94.03,107.62,90.45,101.67,111.25,108.66
2022/9/1,96.06,96.05,99.74,95.51,90.31,100.51,86.69,92.28,105.17,104.32
2022/10/1,94.48,94.46,100.06,93.91,89.66,97.9,86.97,91.31,103.87,104.47
2022/11/1,94.53,94.51,102.72,94.44,91.84,98.24,83.28,96.15,95.49,98.21
2022/12/1,94.16,94.12,110.55,94.02,92.37,95.86,87.19,98.07,94.99,105.46
2023/1/1,79.19,79.18,85.59,78.68,71.64,82.64,76.34,75.92,88.28,103.29
2023/2/1,79.19,79.17,94.64,78.81,81.84,76.64,81.93,80.93,85.96,91.36
2023/3/1,88.95,88.9,114,88.64,95.61,84.21,91,96.39,93.4,99.22
2023/4/1,76.66,76.61,100.19,76.11,82.32,71.75,80.82,81.71,86.03,97.68
