 ,總指數,總指數(不含土石採取業),礦業及土石採取業,製造業,金屬機電工業,資訊電子工業,化學工業,民生工業,電力及燃氣供應業,用水供應業
2007M04,3.99,4.13,-21.43,4.23,1.91,9.69,3.26,-1.14,1.59,-0.33
2007M05,7.38,7.48,-15.77,7.65,3.46,18.52,3.06,1.19,4.09,0.54
2007M06,7.36,7.46,-16.06,7.6,-1.09,23.97,4.37,-2.77,4.53,0.13
2007M07,12.25,12.32,-10.13,12.69,3.9,27.8,12.08,0.19,4.07,0.65
2007M08,9.49,9.61,-14.45,10.03,-0.01,23.57,10.64,0.42,-0.78,-1.02
2007M09,7.84,7.88,-8.49,8.18,-2.89,23.42,8.84,-5.03,1.88,-0.3
2007M10,16.67,16.81,-18.9,17.36,7.79,32.71,16.55,2.44,3.63,-0.89
2007M11,13.39,13.47,-16.55,13.96,5.58,30.68,9.72,-0.72,0.78,-0.15
2007M12,14.33,14.42,-12.25,14.92,3.94,37.77,10.16,-2.3,2.79,0.05
2008M01,12.72,12.75,-1.91,13.13,2.51,31.06,10.66,2,2.69,-0.43
2008M02,17.48,17.56,0.14,17.87,8.36,38.6,12.59,-0.9,10.01,1.17
2008M03,10.27,10.23,4.35,10.54,0.04,31.83,5.15,-5.54,1.54,-0.77
2008M04,11.68,11.63,12.24,12.02,4.08,28.87,4.89,1.72,1.8,0.23
2008M05,6.31,6.28,3.1,6.6,0.38,18.18,4.42,-5.21,-1.94,-0.97
2008M06,5.68,5.69,-2.21,5.97,2.55,14.44,3.42,-5.46,-2.25,-2.07
2008M07,3.02,3.08,-11.81,3.37,-3.82,14.8,-1.56,-2.36,-5.12,-3.26
2008M08,2.14,2.17,-11.6,2.23,-2.85,17.31,-9.1,-8.69,0.69,-1.77
2008M09,0.09,0.19,-23.75,0.23,-4.46,14.81,-15.79,-4.49,-0.68,-3.08
2008M10,-12.6,-12.64,-8.48,-13.01,-16.13,-5.59,-22.85,-10.12,-1.33,-2.86
2008M11,-27.23,-27.27,-8.52,-27.9,-28.7,-28.99,-30.94,-15.71,-9.72,-2.95
2008M12,-31.21,-31.27,-6.75,-31.88,-30.56,-41.63,-28.76,-9.27,-16.59,-4.38
2009M01,-43.86,-43.89,-37.72,-45.92,-48.18,-54.38,-27.77,-36.86,-13,-6.19
2009M02,-27.68,-27.81,-6.11,-29.21,-26.05,-40.71,-13.33,-12.75,-7.72,-6
2009M03,-26.68,-26.72,-16.99,-27.6,-32.59,-33.87,-9.67,-16.99,-8.45,-3.31
2009M04,-20.2,-20.22,-21.76,-20.68,-32.57,-19.51,-7.08,-15.24,-5.84,-3.64
2009M05,-17.08,-17.09,-15.32,-17.49,-33.23,-10.8,-10.99,-12.48,-7.14,-1.67
2009M06,-9.61,-9.61,-9.37,-9.92,-23.49,-3.37,-4.97,-7.53,-2.83,-1.19
2009M07,-6.86,-6.88,-3.95,-7.15,-17.87,-2.17,-2.77,-9.02,-2.37,-0.23
2009M08,-7.75,-7.72,-11.61,-8.14,-23.62,-4.49,1.29,-9,-2.32,-2.81
2009M09,2.22,2.23,5.71,2.35,-7.84,0.83,17.94,-0.39,3.07,-0.4
2009M10,10.03,10.04,4.96,11.01,-2.08,16.39,20.05,0.15,-1,-0.69
2009M11,35.69,35.78,1.44,38.55,19.08,62.25,35.96,8.38,3.28,-1.47
2009M12,51.05,51.18,8.69,54.19,34.96,100.77,40.26,14.34,15.54,0.52
2010M01,77.78,77.89,47.33,86.08,71.72,153.21,36.55,38.22,11.61,2.46
2010M02,43.89,44.07,5.46,48.21,16.51,105.94,12.05,15.54,5.92,-0.52
2010M03,46.32,46.5,8.67,49.94,41.3,84.9,12.63,26.18,11.26,0.9
2010M04,35.71,35.78,19.23,38.69,38.45,58.69,10.06,20.31,2.21,0.61
2010M05,31.73,31.77,16.83,34.02,39.02,46.4,14.17,14.33,6.9,0.19
2010M06,25.85,25.87,20.68,28.01,29.13,39.3,9.11,14.01,1.24,0.11
2010M07,23.03,22.98,27.05,24.56,26.54,32.86,8.39,15.16,5.56,0.53
2010M08,21.51,21.35,48.87,23.01,37.37,27.72,5.78,9.98,2.76,3.28
2010M09,12.21,12.12,32.59,13.11,21.58,17.69,-0.63,2.07,-0.19,1.53
2010M10,11.76,11.71,28.71,12.41,22.35,12.92,4.9,5.53,2.1,2.14
2010M11,16.35,16.26,35.73,16.79,22.46,18.42,4.98,18.46,9.1,2.31
2010M12,14.95,14.87,22.43,15.77,21.53,19.27,2.27,12.72,2.47,2.34
2011M01,15.05,15.02,19.51,15.7,14.89,20.52,3.62,17,5.93,2.26
2011M02,10.66,10.67,2.89,11.36,18.13,15.77,1.76,-0.33,1.25,2.16
2011M03,10.64,10.63,5.1,11.29,16.54,15.2,2.93,-0.08,1.12,0.65
2011M04,4.73,4.74,0.46,4.9,7.17,8.15,-2.71,1.19,2.2,1.26
2011M05,5.62,5.68,-4.14,6.19,8.05,10.39,-6.09,8.51,-2.32,-1.48
2011M06,1.85,1.88,-7.75,1.72,6.2,3.67,-8.58,5.16,4.76,1.08
2011M07,0.56,0.61,-11.75,0.7,5.36,2.37,-8.31,2.07,-0.69,-0.14
2011M08,0.95,1.04,-19.12,1.22,6.79,1.82,-8.53,7.21,-1.12,-0.4
2011M09,-1.34,-1.29,-11.54,-1.38,3.45,-3.15,-5.93,6.6,-0.17,-0.46
2011M10,0.53,0.61,-18.56,0.59,0.18,1.73,-4.79,5.88,1.36,-0.95
2011M11,-6.62,-6.55,-16.8,-7.22,-3.69,-9.8,-4.8,-5.41,4.16,-0.66
2011M12,-10.12,-10.08,-11.89,-10.83,-8.11,-13.33,-9.85,-8.95,2.14,-0.64
2012M01,-16.03,-15.98,-26.06,-16.88,-18.76,-17.02,-15.87,-16.37,-2.38,-1.4
2012M02,6.75,6.76,6.53,6.69,15.34,-0.9,7.47,18.38,8.68,1.67
2012M03,-1.94,-1.98,4.09,-2.15,-3.51,-3.11,-1.92,3.46,1.3,0.62
2012M04,-0.58,-0.61,5.25,-0.63,0.13,-0.69,-0.28,-1.5,0.22,-0.43
2012M05,-0.1,-0.12,-2.13,-0.05,4.01,-1.74,1.08,-1.04,-1.09,1.23
2012M06,-3.07,-3.08,-6.62,-2.95,-1.83,-2.15,-4.25,-3.81,-4.92,-0.9
2012M07,0.86,0.88,0.02,0.82,-3.06,3.63,1.58,-0.97,1.38,-0.92
2012M08,3.9,3.9,-1.75,4.08,-4.13,6.74,8.99,5.53,1.71,-1.86
2012M09,6.22,6.28,-8.73,6.69,-5.66,15.22,6.09,4.42,0.72,-1.16
2012M10,5.56,5.57,1.68,5.99,0.13,10.87,6.17,0.73,-0.43,-0.61
2012M11,7.45,7.48,-0.13,8.29,2.04,16.37,4.74,-1.26,-4.03,-1.18
2012M12,4.99,5.01,-1.3,5.44,-3.03,13.02,5.76,-5.23,-1.14,-1.93
2013M01,21.22,21.23,9.53,22.77,25.15,24.59,19.19,18.73,2.67,-0.35
2013M02,-8.18,-8.16,-17.05,-8.01,-18.59,0.73,-7.56,-15.72,-11.35,-1.43
2013M03,0.31,0.39,-17.32,0.61,-2.6,3.96,1.27,-5.38,-2.71,0.95
2013M04,1.76,1.82,-13.42,1.73,-2.2,7.27,-1.15,-4.12,4.15,0.36
2013M05,3.3,3.34,-8.35,2.93,-4.33,10.82,0.02,-4.22,11,0.93
2013M06,5.68,5.7,1.14,5.8,-2.91,13.52,4.48,-0.74,4.24,2.03
2013M07,5.86,5.86,-9.69,6.32,3.11,10.56,6.1,-1.78,-0.06,2.16
2013M08,2.77,2.79,-7.55,2.82,1.48,7.41,0.97,-7.05,2,2.47
2013M09,2.62,2.62,-8.24,2.63,0.81,7.58,-0.33,-6.32,3.09,-0.03
2013M10,2.7,2.73,-8.16,2.78,1.97,7.63,-1.82,-4.12,2.74,-1.1
2013M11,1.99,2.01,-3.2,2.12,2.15,3.81,1.49,-2.69,0.75,0.51
2013M12,9.03,9.09,-11.54,9.77,7.29,16.14,6.95,-1.44,0.13,1.9
2014M01,-0.28,-0.27,-0.79,-0.03,-2.84,4.53,-1.86,-6.33,-3.46,1.38
2014M02,9.35,9.43,-12.44,9.93,13.62,13.36,5.37,-1.23,4.12,-2.5
2014M03,4.81,4.8,5.29,5.15,2.77,11.43,-0.25,-1.75,0.96,-2.21
2014M04,6.81,6.83,0.32,7.51,9.01,11.18,1.61,2.28,-2.01,0
2014M05,5.32,5.35,-4.36,5.86,9.95,8.48,0.89,-2.6,-1.03,-0.28
2014M06,8.38,8.44,-8.7,8.76,11.8,10.95,6.52,-1.63,4.58,0.82
2014M07,6.76,6.82,3.1,6.87,8.82,9.39,2.94,1,5.97,0.35
2014M08,8.29,8.3,10.64,8.81,5.31,14.63,4.26,1.63,1.72,0.64
2014M09,11.29,11.3,13.18,12.05,12.73,18.54,4.02,-0.23,1.72,2.71
2014M10,11.02,11.01,13.95,11.92,9.35,19.76,5.4,-0.7,-0.89,2.65
2014M11,9.43,9.43,-1.85,10.05,5.23,21.35,-0.19,-2.84,2.57,1.43
2014M12,9,9,1.39,9.66,10.22,16.01,-1.21,6.4,1.52,1.09
2015M01,11.05,11.07,6.33,12.05,10.91,22.28,1.37,-1.09,-1.27,0.31
2015M02,3.64,3.63,12.31,4.28,-2.92,11.78,-0.66,-1.2,-5.03,1.94
2015M03,7.87,7.92,-7.12,8.66,8.64,12.99,3.78,1.17,-1.15,-2.97
2015M04,2.48,2.5,-10.19,2.82,1.57,3.87,4.9,-3.05,-0.42,-6.01
2015M05,-0.53,-0.52,-4,-0.31,-2.14,-1.69,6.6,-4.33,-3.07,-4.43
2015M06,-0.04,-0.03,-4.08,-0.2,0.82,-2.47,3.01,1.18,1.97,-2.56
2015M07,-2.96,-2.98,-9,-2.9,-0.4,-4.82,-1.57,-2.69,-4.44,-2.75
2015M08,-6.4,-6.36,-21.28,-6.75,-5.29,-8.94,-4.09,-5.24,-2.4,-3.02
2015M09,-5.64,-5.6,-19.49,-5.87,-5.98,-11.08,3.86,0.04,-2.47,-3.93
2015M10,-6.53,-6.52,-11.06,-7.18,-8.06,-11.96,0.7,1.05,3.32,-2.47
2015M11,-6.91,-6.92,-5.13,-7.34,-6.93,-12.96,0.14,3.19,-0.7,-2.23
2015M12,-6.45,-6.47,-0.27,-6.59,-11.32,-10.13,3.59,-0.99,-4.55,1.13
2016M01,-7.53,-7.51,-18.26,-8.08,-6.83,-12.98,-0.53,-2.46,0.99,-2.3
2016M02,-6.46,-6.43,-17.58,-7.22,-4.37,-12.01,0.12,-3.57,4.07,2.17
2016M03,-3.32,-3.31,-8.42,-3.78,-1.94,-7.67,1.09,1.05,4.02,0.87
2016M04,-4.8,-4.79,-6.77,-5.61,-4.98,-7.93,-2.9,-1.42,6.69,4.37
2016M05,1.07,1.06,-1.31,0.7,2.81,-1.14,-0.09,7.37,5.99,1.69
2016M06,2.32,2.34,-6.73,2.53,0.58,4.25,0.83,2.09,-0.1,-2.16
2016M07,1.5,1.53,-7.36,1.34,-4.81,4.76,2.03,-1.39,3.6,-1.73
2016M08,9.56,9.56,6.48,10.16,7.52,11.83,6.51,13.39,2.86,1.48
2016M09,8.67,8.71,-11.56,9.54,-3.38,22.07,-3.93,1.71,-0.7,1.53
2016M10,7.52,7.58,-14.44,7.83,2.28,15.43,-1.9,3,5.19,1.62
2016M11,15.56,15.63,-9.73,16.87,11.72,25.42,5.2,10.7,1.14,0.77
2016M12,10.55,10.6,-9.07,11.19,8.97,17.75,1.03,7.62,4.39,-1.61
2017M01,5.64,5.64,-3.98,6.29,-2.78,14.62,-0.87,2.15,-2.03,0.96
2017M02,16.16,16.16,1.88,17.63,14.96,24.53,1.73,22.57,0.52,-3.34
2017M03,8.33,8.33,0.93,9.1,4.82,13.47,-0.01,15.04,-1.33,2.22
2017M04,1.19,1.22,-10.18,1.54,2.38,1.59,-3.94,9.26,-2.63,0.61
2017M05,3.27,3.27,3.34,3.47,-0.12,5.22,-1.28,11.34,0.51,4.83
2017M06,5.74,5.76,-7.19,5.97,5.3,7.55,3.95,3.56,3.59,2.77
2017M07,2.55,2.56,-1.24,2.54,4.53,3.61,1.45,-4.32,2.75,3.24
2017M08,5.78,5.79,-0.88,5.75,7.45,6.78,5.27,-1.15,6.89,1.2
2017M09,5.33,5.29,17.78,4.98,16.03,0.06,6.29,8.99,9.78,0.84
2017M10,2.62,2.62,-6.14,2.88,2.51,5.85,-0.14,-5.81,-0.26,0.12
2017M11,1.86,1.86,-6.34,1.77,6.12,2.27,-0.8,-4.65,3.83,-0.09
2017M12,3.93,3.96,-9.96,4.11,3,9.19,-1.01,-8.03,2.28,1.93
2018M01,9.44,9.49,-6.29,9.6,18.94,5.83,10.47,6.62,8.29,1.96
2018M02,-5.44,-5.43,-17.12,-6,-7.76,-5.31,-1.23,-13.41,2.24,2.04
2018M03,5.22,5.25,-12.18,5.38,4.78,9.15,2.46,-5.02,3.2,2.39
2018M04,8.15,8.17,-4.85,8.59,3.9,15.82,4.56,-5.53,3.16,2.85
2018M05,8.01,8.04,-4.87,8.21,11.33,10.62,3.98,-1.49,6.7,1.08
2018M06,0.13,0.11,0.55,0.31,2.1,0.36,-3.59,2.55,-1.96,1.49
2018M07,4.75,4.75,-3.06,5.61,6.8,5.27,1.08,12.1,-4.25,-0.61
2018M08,1.29,1.29,-9.45,1.67,1.43,2.2,-0.53,3.51,-2.65,-0.61
2018M09,1.34,1.35,-5.06,1.55,-2.63,5.42,-0.28,-3.74,-1.06,-0.01
2018M10,7.96,7.95,13.64,8.77,9.16,8.92,6.63,13.2,-2.3,-3.49
2018M11,1.89,1.88,1.46,1.58,-1.12,1.01,4.62,5.78,6.69,-3.01
2018M12,-1.98,-1.98,2.9,-2.31,-2.58,-3.71,-1.66,5.3,2.39,-1.59
2019M01,0.59,0.59,2.96,0.67,-1.09,0.17,-1.21,9.53,-0.8,-1.53
2019M02,-1.66,-1.66,4.33,-1.62,-0.16,-3.28,-0.6,1.35,-2.26,-1.06
2019M03,-7.56,-7.57,0.02,-8.07,-8.75,-9.48,-5.41,-4.77,-0.24,-2.4
2019M04,2.26,2.27,0.94,2.27,1.95,1.04,3.01,7.48,2.28,0.05
2019M05,-1.89,-1.88,-8.62,-1.76,-6.62,-0.81,2.29,-2.64,-3.35,-2.09
2019M06,-0.23,-0.19,-6.77,-0.34,-8.07,4.5,-0.28,-4.73,1.7,0.44
2019M07,4.87,4.9,-2.93,4.82,-3.21,10.11,1.99,4.28,6.52,0.44
2019M08,3.1,3.13,-6.55,3.14,-8.25,12.55,-3.15,-2.79,3.38,-0.78
2019M09,0.75,0.79,-9.33,1.06,-5.01,6.45,-4.94,-1.07,-2.9,0.56
2019M10,-0.38,-0.38,-3.87,-0.55,-6,2.97,-4,1.15,1.91,4.14
2019M11,2.89,2.9,1.87,3.45,-6.53,12.03,-4.7,0.34,-5.89,6.09
2019M12,8.77,8.77,3.19,9.37,1.89,15.71,3.17,7.8,-0.29,2.7
2020M01,-1.83,-1.83,-6.57,-1.67,-18.58,15.27,-9.02,-19.27,-3.77,1.27
2020M02,23.48,23.43,36.5,24.5,20.33,33,10.74,22.47,10.82,3.8
2020M03,12.95,12.95,16.52,13.82,2.45,26.51,1.94,4.3,1.69,2.01
2020M04,5.43,5.36,22.96,6.12,-7.23,19.65,-4.39,-4.82,-4.29,-0.01
2020M05,2.47,2.45,9.34,2.74,-12.67,19.67,-13.83,-6.51,-1.19,-0.03
2020M06,8.38,8.33,21.82,8.84,-4.07,22.26,-6.66,2,2.21,0.05
2020M07,5.1,5.08,14.06,5.29,-4.8,15.36,-5.78,0.51,2.15,1.71
2020M08,6.08,6.05,19.3,6.68,-0.58,15.09,-6.3,2.44,-2.1,1.66
2020M09,14.3,14.26,22,15.07,10.08,19.93,7.26,13.5,4.59,1.04
2020M10,8.25,8.25,7.41,8.75,2.6,16.14,0.85,-1.36,1.92,2.64
2020M11,10.65,10.63,13.88,11.08,10.49,15.45,4.71,1.41,5.4,1.78
2020M12,12.84,12.83,10.93,13.45,15.82,18.14,3.03,2.19,5.36,0.74
2021M01,21.8,21.77,30.22,22.81,30.25,24.24,9.59,21.77,8.62,0.92
2021M02,4.09,4.12,-2.53,4.85,-4.23,17.46,-9.78,-10.7,-5.94,-1.57
2021M03,17.34,17.33,12.06,18.37,15.75,25.09,6.87,8.69,3.37,-0.98
2021M04,16.3,16.32,6.95,17.04,21.45,19.17,8.01,11.1,7.42,-4.91
2021M05,20.07,20.1,6.58,20.97,29.79,20.17,16.83,13.84,10.09,-4.59
2021M06,20.48,20.53,-5.12,22.11,26.86,23.84,14.81,14.69,1.68,-4.35
2021M07,16.76,16.78,1.57,17.98,22.54,21.31,9.55,5.36,2.66,-1.1
2021M08,15.28,15.29,-0.86,16.26,21.9,17.38,12.39,5.54,3.81,-0.36
2021M09,12.44,12.47,-3.12,12.92,12.97,17.99,3.72,0.05,7.07,-0.83
2021M10,12.67,12.69,-2.79,13.02,14.28,16.71,3,6.2,9.47,-3.58
2021M11,12.28,12.31,3.4,13.06,10.84,18.46,2.33,5.95,2.09,-5.04
2021M12,8.5,8.52,1.93,9,2.17,15.73,1.62,1.14,2.04,-2.86
2022M01,8.64,8.68,-8.16,9.07,0.79,16.63,0.54,0.65,1.8,0.27
2022M02,9.16,9.21,-14,9.32,4.47,14.27,3.01,-0.8,8.39,-3.27
2022M03,3.1,3.13,-3.59,3.24,3.15,6.08,-5.63,1.57,-0.17,-2.61
2022M04,4.84,4.88,-8.36,4.88,-1.62,10.78,0.05,-4.91,4.85,1
2022M05,1.96,1.99,-9.21,2.37,-3.88,7.12,0.83,-7.22,-2.99,0.96
2022M06,-2.03,-2.04,4.42,-2.27,-5.3,0.22,-2.47,-9.65,2.17,2.38
2022M07,-2.16,-2.17,3.96,-2.35,-8.19,2.63,-9.97,-4.84,1.8,3.84
2022M08,-1.82,-1.84,13.03,-1.94,-7.69,3.02,-12.44,-1.54,0.31,4.39
2022M09,-8.54,-8.57,7.33,-8.91,-9.93,-7.84,-12.61,-7.52,-3.27,3.58
2022M10,-8.08,-8.11,7.42,-8.41,-10.89,-6.3,-11.69,-10.23,-3.23,2.14
2022M11,-9.15,-9.16,-2.99,-9.76,-10.7,-7.98,-17.04,-6.78,0.69,0.7
2022M12,-11.45,-11.47,-0.44,-12.17,-13.76,-11.45,-15.12,-7.85,0.05,2.13
2023M01,-23.58,-23.6,-15.41,-24.48,-27.19,-23.2,-24.81,-25.3,-5.88,-0.63
2023M02,-9.98,-10.03,26.32,-10.58,0.89,-18.15,-4.18,6.49,0.36,1.62
2023M03,-16.03,-16.08,7.76,-16.89,-11.61,-22.42,-7.38,-8.83,0.1,0.53
2023M04,-22.6,-22.65,1.8,-23.25,-14.99,-29.4,-17.58,-11.04,-11.21,2.07
2023M05,-15.73,-,6.48,-16.42,-8.4,-22.32,-13.65,-0.16,-2.03,-1.95
